ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
0,17291.4,111363,-7625,217,358,4338
2,5721.6,4117.38,-1567.81,126,88,318
4,26181,490999,-1.22E+04,51,483,15505
5,8637.45,11050.6,-3197.79,31,156,654
4,7904.45,20182.6,-3025.14,67,145,1156
5,9317.83,31248.9,-3096.41,89,171,1747
3,7477.06,9520.88,-2524.07,18,123,621
1,5114.9,4242.77,-1.23E+03,14,88,292
4,20442.8,338806,-6.32E+03,83,462,11563
5,12987.2,72618.5,-5462.1,47,262,3211
0,15533.1,93490,-7554,184,337,3803
2,5548.02,4314.68,-1.09E+03,10,79,317
5,9372.11,24135,-2836.99,26,154,1252
2,5268.78,3319.66,-769.11,46,51,132
5,15934,107885,-5.08E+03,42,322,4619
0,8953.58,24963,-5053,37,164,1410
0,21592.6,399506,-15413,105,502,12822
3,20035.2,245266,-1.19E+04,79,540,8870
5,9759.47,33060.1,-3.87E+03,35,166,1414
4,6036.77,11053.6,-1876.03,28,102,764
4,5587.22,2952.22,-1108.43,39,67,224
2,6385.82,7402.69,-1479.59,48,93,545
3,6369.55,13659.7,-1578.51,16,96,804
5,8894.15,29210.6,-3409.38,36,179,1626
0,7234.93,11152,-3760,59,132,657
0,8550.48,34661,-4331,102,171,1988
0,4858.84,4906,-3084,35,79,367
3,11585.6,113064,-2.96E+03,48,235,4905
0,6149.15,6350,-2145,15,91,426
3,8414.06,11998.3,-2544.67,80,128,693
4,17768.6,112909,-5.89E+03,40,322,4619
5,5058.72,4087.11,-1268.13,16,72,340
0,10199.6,47695,-5340,28,210,2458
3,10877,49297.3,-3.61E+03,20,216,2677
3,4505.77,2034.51,-1032.14,5,63,166
4,7371.45,26506.4,-2746.65,73,156,1521
2,8359.8,10558.1,-2930.61,98,139,587
4,8645.02,50689.4,-4.87E+03,22,188,2599
0,10251.4,31297,-4024,49,242,1469
3,4301.95,2071.9,-1062.74,5,63,166
0,11654.6,131493,-5116,71,297,5734
0,13757.3,83841,-7462,27,261,3454
3,14814.8,55089.7,-5.98E+03,37,215,2188
4,9436.92,38991.8,-1.53E+03,21,196,1885
3,3930.58,1937.16,-1095.52,6,63,166
0,6090.81,8732,-2142,4,120,518
5,7509.15,9918.2,-1856.18,68,107,517
5,8598.14,22510.4,-4.79E+03,38,182,1212
4,6691.47,3911.54,-2382.58,72,101,249
5,9786.58,38233.1,-3740.98,43,180,2054
5,4190.95,1245.37,-926.182,34,51,102
5,9127.94,28588,-3448.07,36,179,1626
2,12191.2,50726.4,-5.25E+03,36,234,2464
3,21834.7,414636,-9.91E+03,70,473,14125
0,8489.6,5504.7,-2050.75,47,107,276
4,9913.99,31197.4,-3338.25,82,176,1922
2,6527.01,12108.5,-1817.88,5,105,765
3,8737.09,25300.3,-3149.22,33,157,1519
5,10659.2,27700.5,-3216.14,22,174,1415
4,13674,52867.5,-6097.03,52,288,2334
1,8488.36,12084.2,-2501.24,86,128,693
4,9899.52,27600.7,-3.44E+03,30,194,1521
4,17922.9,159622,-9.71E+03,89,388,6290
4,9408.07,25560.7,-3408.47,29,174,1415
4,6400.03,3828.67,-2464.98,68,101,249
4,9179.24,11777.9,-3011.55,42,156,654
4,4558.11,3980.58,-1379.14,10,72,340
0,5007.59,4945,-1372,34,77,340
4,13762.1,67126.1,-2.86E+03,57,223,2822
5,22632.9,278860,-9806.16,77,468,9276
0,9909.61,16887,-4757,20,175,851
0,8267.34,11234,-2208,22,135,587
3,9203.58,27274.7,-2.71E+03,24,156,1364
0,8778.14,16871,-2480,26,163,932
3,10977,83560.8,-1.84E+03,24,220,3450
0,11679.8,24783,-4399,79,251,1261
5,10716.3,27345.8,-4095.06,68,214,1469
3,7128.7,9270.96,-3156.26,16,138,554
3,11020.5,83593.5,-1.30E+03,25,220,3450
2,3893.93,1443.07,-955.806,42,52,133
0,11020.3,46781,-5876,38,216,2060
2,14325.8,69952.8,-3.06E+03,76,224,2192
0,10351.5,42931,-7379,15,191,1933
5,5580.27,3200.62,-3.60E+03,12,86,205
3,8654.1,25502.5,-3196.9,23,157,1519
4,8060.38,12859.4,-2687.98,15,132,806
0,21676.9,408626,-11500,66,412,10524
3,10732,86473.6,-2.81E+03,12,220,3450
3,9867.71,25858.6,-3387.28,24,174,1415
5,9434.91,30505.9,-3190.8,79,171,1747
0,11191.8,55318,-6165,35,226,2530
1,8214.07,11842.4,-2570.01,80,128,693
0,21064.6,273912,-10288,69,428,9134
0,35608.7,1011380,-13422,185,727,26725
0,6337.4,17569,-2918,8,115,1106
4,13519,54802.5,-2.91E+03,71,224,2192
5,3850.31,2156.16,-590.66,7,43,161
2,5511.4,4337.89,-1.42E+03,18,88,292
3,13058.7,52007.2,-3.74E+03,41,234,2464
4,6889.12,4067.99,-2238.56,70,101,249
5,6072.6,6377.07,-1781.47,21,95,427
2,2543.24,52.7273,-2.65E+02,96,33,5
2,21850.9,409304,-8.70E+03,66,473,14125
0,17237.2,263354,-8617,41,412,8732
3,7349.02,14054.5,-2313.02,92,120,809
3,7900.15,20468.6,-2.56E+03,5,119,973
3,13777.9,52376.5,-2.93E+03,39,234,2464
3,4127.38,1937.71,-1093.11,6,63,166
3,6853.88,5307.66,-2174.49,65,107,346
0,21292.5,432681,-58766,306,399,11270
3,7300.19,14085.7,-2307.83,97,120,809
4,4832.32,4164.46,-1328.75,15,72,340
0,11273.8,66623,-4567,39,198,2460
2,5356.34,4458.23,-8.14E+02,15,88,292
0,16459.1,317989,-9658,68,390,11557
3,6024.53,7600.05,-1881.43,67,104,457
2,5307.33,4226.84,-1.31E+03,10,79,317
4,12986,60587.5,-3.85E+03,43,247,2754
4,5023.15,4068.27,-1329.69,11,72,340
3,13440,51955.6,-3.47E+03,36,234,2464
0,7910.84,10936,-2176,21,132,586
5,10296.9,52093.2,-3.30E+03,32,188,2599
4,7690.52,9037.35,-1859.33,68,107,517
2,8664.27,10403.1,-2793.51,82,139,587
3,13691.9,59823.5,-5.20E+03,28,247,2754
2,6182.33,4758.27,-7.97E+02,23,85,343
4,10328.8,38530.7,-3932.12,33,193,2118
2,6649.77,5238.04,-1.31E+03,8,79,292
4,8237.04,4654.11,-2699.01,24,131,271
3,14247.5,51169,-4.04E+03,42,234,2464
3,10394,48939.4,-5.45E+03,35,216,2677
2,6874.72,13393.7,-1550.43,18,96,804
2,3999.01,2169.38,-1041.16,20,54,165
2,6059.42,7238.09,-1630.33,50,93,545
4,14274.1,69363.1,-4.41E+03,66,224,2192
4,11464.9,60332.9,-6.03E+03,35,223,2822
0,8292.75,19296,-2650,261,153,979
0,17640.1,278992,-11426,70,454,11127
0,11103.4,38392,-7588,67,231,1695
3,9572.6,23915.1,-4.64E+02,13,166,1111
1,2503.49,50.6827,-5.42E+02,6,33,5
0,6569.77,10073,-2982,257,109,587
1,9162.13,17320.3,-4225.17,37,183,931
4,10418.7,38961.1,-4117.8,27,193,2118
3,9779.05,39049.6,-2.00E+03,22,196,1885
0,13228.5,73150,-8416,68,278,3136
0,17509,113266,-8194,81,388,4344
0,13007.3,143955,-7059.5,188,308,6057
2,4628.54,2310.02,-932.441,46,51,132
4,7388.01,26680.6,-2711.82,78,156,1521
0,9537.87,30067,-5280,36,179,1469
0,11724.8,35923,-4267,74,226,1526
0,20292.9,429516,-10257,296,479,11578
5,5064.95,4331.68,-906.207,36,60,243
3,9305.86,39288.3,-4.06E+03,24,196,1885
4,8029.09,9560.01,-2797.38,20,138,554
4,10406.2,34485.6,-4341.5,133,208,1691
5,7047.42,8848.22,-1.39E+03,21,102,516
3,7033.2,5090.73,-2001.35,70,107,346
1,5239.4,4143.73,-1.26E+03,19,88,292
5,7575.12,9002.38,-1.66E+03,28,102,516
4,8447.87,20320.6,-3496.65,94,163,1162
0,9880.12,18701,-4093,81,137,849
0,13796.8,113069,-8374,191,322,4434
3,9228.5,36909.9,-4.07E+03,45,196,1997
0,9929.38,22145,-3401,53,176,1071
2,16801.2,162791,-7493.42,85,352,6744
0,13077.4,80616,-6104,42,299,3463
3,5685.93,7032.41,-1646.09,48,93,545
5,10457,35209.8,-4224.16,110,208,1691
3,12587.3,37447.7,2.98E+03,33,234,1581
3,7995.24,12342.3,-3021.73,93,136,619
0,6742.64,5239.04,-2437.2,70,107,346
2,21230.4,147469,-7.26E+03,89,449,5537
3,15107.8,60202.7,-6476.76,148,305,2610
0,15462.5,161451,-8745,59,353,6186
0,35380.7,1071590,-23119,258,810,25364
3,11725.6,51766.5,-3.50E+03,29,216,2677
3,6911.97,5303.66,-2125.13,55,107,346
3,7552.65,15517.5,-2772.46,77,134,970
0,6434.38,13248.6,-1685.07,10,96,804
3,5939.29,11574,-1850.09,32,105,765
4,5826.37,11120.2,-1913.15,31,102,764
3,6775.69,10515.8,-3.07E+03,11,109,689
1,5225.79,4234.02,-1.59E+03,13,88,292
3,14895.3,84297.5,-2.31E+03,69,223,2059
3,14371.9,71519.8,-2.90E+03,77,224,2192
4,5462.1,3536.6,-795.166,50,51,132
0,6906.91,7826,-2549,63,109,485
4,19186.7,161257,-9.46E+03,87,388,6290
0,15422.8,150347,-8133,197,368,5644
4,12738.6,58966.4,-1.25E+03,46,223,2822
2,12157.9,73339.7,-5.08E+03,25,249,3630
3,5638.36,7435.98,-1947.05,75,104,457
3,6865.87,5166.32,-2108,57,107,346
4,4211.05,1415.74,-888.982,25,51,102
0,8718.27,11864,-2788,23,150,694
2,7136.67,13663.5,-1459.32,16,96,804
0,23710,434797,-9049,98,472,11282
3,4716.29,3111.85,-1187.45,33,71,249
0,25614.1,400734,-17442,207,546,12209
4,10260.4,37694.7,-4375.17,33,193,2118
3,10854.1,38612.9,-3776.82,22,193,2118
0,15277.1,107642,-10052,244,357,4623
0,17980.7,229556,-9004,102,366,7956
0,5693.33,2726,-4101,19,96,204
2,4956.76,2792.52,-1277.59,52,67,224
4,5964.37,11095.4,-1940.75,23,102,764
4,9364.02,12502.1,-2618.76,87,136,619
2,12023,73445.8,-4.61E+03,30,249,3630
2,3987.68,1446.19,-994.009,42,52,133
0,13904.1,78426,-8356,75,256,2902
3,6639.84,5091.24,-2173.44,49,107,346
0,9737.19,9761,-2979,21,147,585
3,14500.8,95456.1,-5724.15,52,294,4249
3,13386.9,50396.9,-4.78E+03,20,215,2188
2,20797.3,410047,-8.40E+03,63,473,14125
4,8591.09,28030.5,-2676.76,85,156,1521
4,9236.63,24751.3,-2839.01,22,154,1252
0,6623.88,2262,-853,14,90,132
4,14357.4,95273.8,-5719.22,35,294,4249
1,5739.47,4971.15,-8.81E+02,26,85,343
3,8475.38,12426,-2633.31,75,136,619
3,20404.1,249306,-1.29E+04,100,537,8350
3,8540.61,12397.5,-2890.89,86,136,619
4,8047.74,9814.76,-2376.52,14,123,621
5,13514,51959.9,-5704.83,63,288,2334
0,12208.3,33304,-3864,121,198,1580
3,14754.2,94925.4,-5653.3,41,294,4249
3,2498.04,42.2242,-1.95E+02,96,33,5
4,24076.9,269238,-1.13E+04,80,540,8870
4,10419.2,27959.9,-2.47E+03,26,194,1521
4,13849.5,140817,-6051.72,159,308,6057
5,7633.63,4363.7,-2835.55,27,131,271
3,9777.73,27021.2,-3334.96,30,174,1415
3,10933.8,27043.5,-4335.87,44,214,1469
2,2456.07,54.2252,-1.84E+02,6,33,5
0,13779.4,128523,-7673,75,346,5420
4,12707.6,76058,-5448.34,50,262,3211
3,8770.62,13949.2,-2894.93,7,148,729
3,8893.55,16653.9,-2732.41,81,142,844
5,6858.97,8665.53,-1.60E+03,17,102,516
3,16777.4,161094,-1.28E+04,83,388,6290
1,2328.21,50.0289,-3.43E+02,12,33,5
0,12423.8,51665,-7282,56,302,2403
5,9199.92,38163.9,-3830.97,37,180,2054
3,13118,115674,-2.82E+03,37,235,4905
0,6793.45,6067,-2743,4,76,318
0,14436.3,28338,-6737,47,276,1169
0,16137.3,204358,-10394,158,354,7823
3,7168.26,14231.1,-2348.39,79,120,809
1,8529.73,12141.4,-2507.95,93,128,693
2,16172.9,161392,-7644.43,70,352,6744
0,14278.7,152195,-8449,45,308,5960
0,6626.21,4743,-3357,19,105,295
2,2406,53.505,-3.55E+02,8,33,5
0,17700.7,82231,-8008,78,342,3138
0,8272.92,24648,-3056,34,166,1463
2,13376.8,51208.5,-2.48E+03,35,234,2464
2,21945.5,410461,-9.63E+03,63,473,14125
1,5788.34,4911.39,-1.48E+03,22,85,343
4,6477.21,10274,-2.15E+03,15,109,689
0,21078,208652,-9187,92,430,6984
4,5895.48,11145.7,-1910.7,23,102,764
4,7209.92,4105.69,-2243.49,70,101,249
2,4012.01,2177.13,-1127.91,20,54,165
1,2433.57,49.3236,-4.53E+02,8,33,5
2,11650.2,36852.9,-3.88E+03,24,234,1581
0,5636.08,2648,-1341,6,80,226
4,14670.8,113827,-5.92E+03,54,271,4426
2,6179.12,5223.24,-2.22E+03,8,79,292
2,8302.46,9504.84,-2837.6,100,130,490
1,5320.21,4245.38,-1.26E+03,15,88,292
2,4004.33,2168.84,-1091.01,20,54,165
4,14161.9,42392.9,-1.75E+03,56,234,1581
4,10584.4,54044.5,-1.85E+03,36,188,2599
2,16045.4,164289,-7684.35,80,352,6744
2,16490.7,161776,-7097.75,72,352,6744
3,10264.6,85325.9,-2.49E+03,22,220,3450
0,9981.42,28499,-4789,78,174,1418
4,8746.41,17623.1,-2780.87,76,142,844
5,7766.64,4586.83,-2716.37,31,131,271
0,14722.1,95151,-8205,35,280,3543
3,19712.1,227843,-9.59E+03,107,537,8350
3,9772.94,51906.7,-2.19E+03,27,188,2599
2,4120.69,1491.62,-925.458,37,52,133
4,10655,37605.2,-4086.73,96,205,1751
3,9209.08,25361.9,-7.74E+02,15,166,1111
4,7037.62,4070.7,-2350.37,72,101,249
4,8920.01,11445.9,-3016.1,38,156,654
0,9731.42,21297,-3546,74,154,1116
3,4548.96,1953.43,-1022.43,11,63,166
2,12784.1,38579,-1.91E+03,21,234,1581
4,9595.29,26375.2,-3336.37,30,174,1415
3,2401.42,49.0126,-5.89E+02,92,33,5
5,3675.47,2044.92,-566.965,9,43,161
5,8518.72,25884.1,-2.42E+03,45,156,1364
3,9371.81,10150.1,-1.69E+03,34,154,587
5,6342.67,4222.11,-1931.71,63,101,270
0,14332.8,92539,-5339,149,300,3886
5,10037.8,54932.6,-4.62E+03,54,247,2754
5,8842.42,29197.2,-3405.47,36,179,1626
2,13046.6,50920,-4.53E+03,40,234,2464
3,11220.4,85725.6,-2.32E+03,21,220,3450
4,9283.25,25748.4,-3440.97,29,174,1415
5,8950.95,20678,-2684.51,64,152,1165
4,23265.1,517435,-11483.5,113,540,18067
4,5209.72,2973.84,-1167.64,49,67,224
4,7386.96,4635.43,-2701.24,35,131,271
2,5678.32,4132.52,-1489.71,116,88,318
3,6931.52,9203.3,-3230.41,32,138,554
5,9207.01,30161.3,-3339.17,121,171,1747
5,9493.59,22983.7,-3785.88,31,176,1313
0,11726.2,86720,-6151,67,201,3535
0,5550.83,1806,-2489,46,85,151
4,4668.61,4626.2,-2.43E+03,14,79,317
5,21335.1,288174,-9994.03,92,468,9276
3,8836.55,51150.5,-3.64E+03,28,188,2599
3,7141.19,14196.9,-2395.55,88,120,809
4,9164.36,11236.7,-3039.04,28,156,654
3,6683.28,10440.1,-2.58E+03,13,109,689
3,11110.8,85553.4,-3.06E+03,24,220,3450
3,10475.4,48576.5,-4.76E+03,36,216,2677
0,5720.23,16122,-2347,14,123,932
3,6965.66,5254.65,-2180.69,57,107,346
4,5521.12,2659.98,-3.21E+02,45,53,133
0,17624.3,208844,-7547,83,378,7823
0,9189.21,24662.4,-2880.08,26,143,1017
0,14109,87504.9,-7195.81,207,296,3464
0,7881.38,18966,-3255,35,152,1108
4,21343.2,410954,-7.69E+03,58,473,14125
3,4016.97,1991.91,-1086.2,5,63,166
5,12837.5,46962.7,-5880.67,63,273,2061
4,9606.79,34330.5,-3513.28,83,176,1922
5,7446.7,13147.6,-2719.06,25,132,806
3,9209.61,25563.9,-1293.36,85,157,1519
4,11181,39812.7,-3867.35,29,193,2118
0,15710.6,93927,-8387,152,321,3224
3,7422.99,9606.19,-2493.37,16,123,621
4,4521.59,3148.7,-1209.97,36,71,249
0,13883.6,71792,-4577,56,287,3215
1,12223.1,73592.9,-4.38E+03,29,249,3630
5,10166,33828.7,-3368.04,86,176,1922
4,6098.65,2160.11,-1410.73,14,82,185
4,14338.1,56594.2,-4.17E+03,49,215,2188
0,20073.7,368507,-11947,348,492,12985
0,6886.22,6727,-2902,6,99,316
0,10617.2,27365,-4101,38,210,1527
0,7264.28,8810,-2463,11,107,399
0,10016.8,36304,-4744,40,212,2054
5,13826,72506,-2516.7,77,262,3211
0,7209.32,9947,-2673,23,132,618
3,6848.89,5252.05,-2155.44,59,107,346
4,8682.24,30386.2,-2071.68,29,132,1513
3,14545.1,54769.9,-3.77E+03,46,215,2188
3,8966.56,23785.7,-2835.27,21,154,1252
0,20518.1,377744,-13820,100,483,12829
4,14624.3,144319,-6.32E+03,73,315,5844
2,6839.76,5311.48,-1.61E+03,17,79,292
0,13895.8,147923,-6262,215,301,5733
0,12114,50825,-4883,28,214,2062
3,9950.14,10300,-1.93E+03,35,154,587
5,9179.91,26921.2,-2.22E+03,21,166,1414
4,5858.03,7339.07,-1646.41,43,93,545
4,4866.85,3226.94,-1184.48,38,71,249
2,5271.61,3081.26,-1113.77,38,71,249
0,10814.1,34943,-3929,5,209,1694
3,12730,80017.2,-5.92E+03,50,272,3539
3,12778.8,61035.7,-5.71E+03,24,247,2754
0,6043.15,8225.33,-2301.62,57,98,582
2,13363.8,50937.9,-3.15E+03,33,234,2464
3,8117.63,9802.18,-3000.54,96,130,490
5,6763.83,7123.42,-2.12E+03,160,109,486
0,16658.3,126664,-10596,275,340,5324
0,14333.8,81063,-6370,226,257,3371
2,12409.4,116526,-3.61E+03,43,235,4905
3,6576.78,10332,-3.32E+03,14,109,689
0,16448.7,322709,-9759,63,452,11273
2,3872.61,2176.36,-1150.22,20,54,165
0,25679,381090,-12477,129,661,12215
4,7546.26,4593.67,-2581.74,30,131,271
3,12697.4,60614.5,-5.55E+03,22,247,2754
3,17032.8,162001,-8.76E+03,71,388,6290
2,5626.82,4165.15,-1403.26,112,88,318
3,20999.5,232615,-4.14E+03,116,537,8350
0,11977.7,62135,-4375,229,216,2396
5,9459.62,30879.5,-3140.24,119,171,1747
4,13419.8,80216.1,-6.23E+03,47,272,3539
0,9564.37,15503,-4393,33,190,774
2,2413.1,52.1699,-4.94E+02,6,33,5
0,10330.6,60880,-3371,34,229,3053
0,19868.9,223617,-12726,278,464,8220
3,8787.61,27071.6,-2.24E+03,36,156,1364
0,5823.53,1511,-1354,23,79,104
2,5794.36,7495.05,-1844.16,73,104,457
3,14143.1,52069.2,-3.19E+03,34,234,2464
5,8856.92,25521.3,-2.50E+03,43,156,1364
0,10002.3,25223,-4545,100,168,1409
4,7303.26,8353.2,-1876.75,70,107,517
4,8996.04,11496.2,-3024.75,28,156,654
0,23429.4,238149,-9215,54,451,7840
3,6987.55,13566.8,-1449.03,18,96,804
2,4816.71,3815.99,-1.14E+03,14,79,317
2,10204.8,50774.2,-4.81E+03,71,224,2192
4,6409.8,3936.92,-2329.77,70,101,249
2,17173.9,139969,-1.03E+04,78,449,5537
4,24564.4,265084,-1.11E+04,81,540,8870
2,12159.3,50684.5,-6.42E+03,38,234,2464
3,17710.7,178773,-6.71E+03,64,403,6746
2,2453.93,63.2127,-3.62E+02,96,33,5
4,9976.42,26681.2,-3213.4,22,174,1415
5,5214.41,4676.85,-1.76E+03,10,85,343
4,7503.18,12866.3,-2817.29,15,132,806
2,12931.7,37830.3,-1.86E+03,42,234,1581
4,8700.53,11232.4,-3102.63,37,156,654
0,18994.7,283321,-15139,201,507,10256
1,5772.94,4992.1,-4.77E+02,36,85,343
4,6183.55,7215.07,-1570.96,45,93,545
3,12425.6,114936,-2.46E+03,42,235,4905
0,14800.2,63884,-6647,29,249,2899
0,8206.15,29415,-4151,28,159,1577
4,22219.8,407653,-7.82E+03,55,473,14125
5,7695.11,9061.36,-1.32E+03,30,102,516
3,8452.77,26073.5,-2.48E+03,27,156,1364
0,10136.1,49504,-4397,32,215,2678
2,3933.1,2169.08,-1136.79,20,54,165
2,3907.56,2175.37,-1128.71,20,54,165
4,19188,163557,-9.78E+03,84,388,6290
5,8210.96,4621.85,-2623.61,26,131,271
0,19327.5,257761,-14333,85,440,9129
3,7908.39,10998.9,-3369.66,25,156,654
0,16370.1,207550,-10863,56,405,7718
0,7905.75,19495,-3632,55,151,1162
3,14082.4,80015.3,-5.34E+03,51,272,3539
4,8136.34,4784.33,-2683.4,32,131,271
4,7341.05,4174.88,-2237.15,71,101,249
5,8379.74,4468.68,-2556.26,37,131,271
4,7304.79,7255.36,-1.51E+03,159,109,486
3,17976.9,172276,-7.22E+03,87,403,6746
2,7366.11,14064.3,-2341.52,97,120,809
3,9827.15,26209,-3364.66,32,174,1415
0,18934.5,116515,-8724,109,373,3896
2,5187.91,4319.06,-5.31E+02,9,79,317
3,18307.7,196636,-8.46E+03,38,390,7459
0,18517.1,234827,-6751,73,405,8213
2,3986.61,2181.93,-1118.33,20,54,165
0,17072.6,226416,-14333,230,429,8483
3,5945.75,5029.7,-2.39E+03,7,79,292
5,12050.9,76547.6,-5750.14,50,262,3211
4,6082.28,11195.3,-1893.42,24,102,764
0,8549.8,24634,-4353,24,181,1521
5,8690.52,11163,-3200.64,48,156,654
0,35140.2,1009740,-19156,155,791,24692
2,12259.8,115105,-3.06E+03,37,235,4905
5,13956.2,107938,-5.19E+03,53,271,4426
0,11766.9,58730,-5731,77,243,2679
5,3604.54,2150.11,-583.993,9,43,161
5,9733.86,41397.7,-3051.67,100,159,2181
2,17569.9,163647,-7342.67,75,352,6744
0,7325.61,12529,-3098,29,131,730
3,15981,115726,-4.28E+03,60,271,4426
0,27170.9,629448,-12993,138,674,18282
3,13192.6,90509.7,-5.39E+03,48,254,3885
0,21466.7,361472,-10697,49,425,9547
5,6964.4,8611.9,-1.07E+03,29,102,516
2,6450.64,13343.7,-1602.88,17,96,804
5,9409.28,30663,-3272.72,124,171,1747
0,6854.4,13692,-2007,60,114,806
3,4700.09,4167.53,-6.92E+02,10,79,317
3,18157.5,160549,-8.83E+03,88,388,6290
0,11738.8,55357,-7532,163,231,2327
0,13096.8,69278,-5785,52,227,2605
5,8191.8,4754.96,-1837.94,25,131,271
2,5511.12,7519.15,-1896.12,75,104,457
3,10442.8,10410.3,-2.38E+03,36,154,587
4,9849.08,27502.2,-2.57E+03,22,194,1521
0,18064.4,250646,-9483,84,468,8473
4,13487,52231.8,-6092.75,51,288,2334
5,7850.48,9114.66,-1.28E+03,30,102,516
3,10498.9,87759.2,-5.16E+03,41,254,3885
4,18728.1,197280,-8.12E+03,64,390,7459
3,9817.61,10043.1,-1.61E+03,36,154,587
0,25602.8,496133,-16211,145,577,15522
3,8994.52,17419.9,-2679.57,85,142,844
2,5315.15,3424.95,-761.531,49,51,132
5,12653.5,55254.9,-4262.58,72,209,2534
5,5304.73,4449.89,-2.13E+03,9,79,292
3,9292.05,26158.8,-3007.99,31,157,1519
5,12748,59358.3,-2.97E+03,54,223,2822
3,24543.6,269039,-1.10E+04,99,537,8350
1,9212.63,17180.5,-4138.72,30,183,931
3,23807,298153,-8.83E+03,96,537,8350
2,2620.23,48.8436,-3.94E+02,6,33,5
4,8643.35,13588.1,-2905.37,14,148,729
2,16232.1,165033,-7523.28,79,352,6744
3,25351.5,476365,-1.16E+04,53,483,15505
2,12630.4,75387,-3.52E+03,23,249,3630
3,6260.56,11656,-1851.04,17,105,765
4,5792.83,11316.1,-1952.87,25,102,764
0,20771.2,209365,-8125,110,405,7104
0,5055.66,2870,-1438,3,57,165
0,6344.83,6722,-2789,12,96,426
3,9611.33,32481.9,-3460.79,69,176,1922
1,11390,68931.5,-2107.33,147,247,3373
4,9318.83,26809.1,-2932.96,101,158,1403
0,11809.3,65901,-6552,31,230,2976
4,5293.63,3279.3,-1107.92,44,71,249
0,17238.6,76475,-9840,47,358,3140
5,14898.5,48760.4,-6470.88,56,298,2196
0,4576.06,1570.65,-1421.77,11,67,134
1,11354,68841,-5142.48,150,247,3373
3,5712.7,4495.06,-1.58E+03,16,88,292
2,10475.6,37714.6,-4185.75,127,205,1751
5,13311,46718,-5752.5,68,273,2061
0,14287.2,96400,-5843,62,284,3221
0,14937.5,63855,-7274,134,270,2611
0,6285.74,9889,-2219,28,115,584
0,7494.15,15106,-4572,10,133,807
2,5885.15,5096.1,-1.82E+03,8,79,292
4,8139.75,26376.1,-3.96E+03,25,166,1414
1,8915.22,17248.4,-4263.46,35,183,931
0,10097.3,36767.5,-4673.59,111,205,1751
3,7272.95,9394.1,-3119.23,21,138,554
4,15743.7,142954,-7730.43,194,362,5847
0,4979.66,5284,-1162,22,72,365
0,24453.8,427981,-13690,142,618,13977
4,7698.59,8160.42,-1.60E+03,17,111,453
0,13893.2,62405,-5967,207,265,2060
0,20674.6,280557,-10185,386,471,9276
2,5181.79,3284.15,-810.088,49,51,132
4,10642.8,18694.6,-2.47E+03,28,168,772
0,7621,10270,-2444,45,126,621
2,11984.4,71437.6,-4456.51,45,247,3373
0,19375.8,218816,-6709,76,383,5962
3,8347.53,25142.4,-3217.57,28,157,1519
4,11738.7,45041.9,-5697.09,48,273,2061
0,6776.73,24034.1,-3127.56,84,154,1407
4,9365.71,26966.1,-2921.13,100,158,1403
3,15037.6,60501.4,-6462.5,144,305,2610
0,8040.81,38924,-2926,12,157,2309
4,9062.58,27068.9,-2968.82,92,158,1403
3,20726.6,232557,1.30E+04,84,537,8350
2,3824.02,2162.45,-1159.66,20,54,165
0,15103.8,57782,-5193,20,233,2062
2,6052.64,7427.56,-1613.27,44,93,545
2,2469.17,49.9553,-2.22E+02,96,33,5
3,18917,160093,-9.53E+03,87,388,6290
0,18442.9,201498,-8407,65,369,6292
0,17268.8,217864,-6873,256,371,8983
4,13402.1,77853.1,-5474.66,31,262,3211
4,9747.71,49593.3,-5.63E+03,23,216,2677
3,8398.71,25087.7,-3279.44,24,157,1519
2,11153.2,115266,-3.87E+03,42,235,4905
3,24025.5,279617,-1.35E+04,65,540,8870
4,13501.1,60791.9,-4.79E+03,32,247,2754
4,9010.55,20392.7,-3469.34,94,163,1162
5,14242.1,53004.6,-5882.37,55,288,2334
4,9028.98,11335.8,-3074.15,39,156,654
4,8919.6,20349.5,-3371.96,81,163,1162
3,12231,48393,1.30E+04,32,166,1414
2,8096.2,12064.5,-2339.76,86,128,693
3,9739.3,39939.2,-3.57E+03,30,196,1885
2,5054.24,4273.34,-1.35E+03,11,79,317
3,8365.58,25516.4,-3211.34,34,157,1519
3,8526.69,12267.7,-2800.74,93,136,619
3,7277.96,9484.11,-3063.51,17,138,554
5,5663.63,9868.39,-1857.71,43,98,651
0,8699.69,4617,-3001,45,106,184
3,10433,87401.8,-5.22E+03,46,254,3885
0,23833.6,485784,-11842,141,526,15334
3,11960,52384.6,-3.69E+03,24,216,2677
3,13243.8,104659,-6.20E+03,68,322,4619
5,7463.33,4632.73,-2728.17,35,131,271
4,4205.7,1551.35,-818.515,30,52,133
5,10696.5,29354.4,-2.03E+03,25,194,1521
3,10393.4,58694.4,-155.558,93,217,2904
4,7939.39,10905.9,-3364.89,33,156,654
2,2480.07,52.5965,-3.50E+02,96,33,5
5,5154.4,2963.19,-1310.96,34,77,205
0,19044.9,329789,-13765,90,493,10843
0,12912.2,66890,-8255,58,320,2976
0,23288.4,309188,-9846,244,418,9136
4,11717.5,46673,-2.61E+03,39,223,2059
2,11539.2,112554,-4.20E+03,38,235,4905
0,18193.8,285486,-12022,123,446,10395
5,23930,478864,-1.14E+04,60,483,15505
0,8099.01,11313,-2925,30,166,731
